	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr11_58217701_58217901	chr11	58217701	58217901	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_019440, intron 1 of 1)	intron (NM_019440, intron 1 of 1)	2824.0	NM_019440	54396.0	Mm.458517	NM_019440	ENSMUSG00000069874	Irgm2	AI481100|GTPI|Ifggd2|Iigp2	immunity-related GTPase family M member 2	protein-coding	18.05	1.77
chr13_3517258_3517467	chr13	3517262	3517462	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	19312.0	NR_045363	73270.0	Mm.296923	NR_045363	ENSMUSG00000097709	1700024F13Rik	-	RIKEN cDNA 1700024F13 gene	ncRNA	35.065	15.79
chr1_174596446_174596646	chr1	174596446	174596646	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_019445, intron 4 of 17)	intron (NM_019445, intron 4 of 17)	94721.0	NM_019445	54418.0	Mm.330620	NM_019445	ENSMUSG00000028354	Fmn2	AU024104	formin 2	protein-coding	18.525	3.925
chr14_12341403_12341605	chr14	12341404	12341604	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	TTS (NM_080433)	TTS (NM_080433)	4361.0	NM_080433	54713.0	Mm.34644	NM_080433	ENSMUSG00000021743	Fezf2	AI451466|AI852056|Fez|Fezl|Zfp312	Fez family zinc finger 2	protein-coding	57.22	26.425
chr8_31663652_31663852	chr8	31663652	31663852	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	LTR33A_|LTR|ERVL	254451.0	NM_178591	211323.0	Mm.153432	NM_178591	ENSMUSG00000062991	Nrg1	6030402G23Rik|ARIA|D230005F13Rik|GGF|GGFII|HRG|HRGalpha|Hgl|NDF|SMDF	neuregulin 1	protein-coding	16.775	1.235
chr4_55078940_55079140	chr4	55078940	55079140	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_172867, intron 11 of 12)	intron (NM_172867, intron 11 of 12)	131095.0	NM_172867	242466.0	Mm.102904	NM_172867	ENSMUSG00000060206	Zfp462	6030417H05|9430078C22Rik|Gt4-2|Zfpip	zinc finger protein 462	protein-coding	17.54	7.4700000000000015
chr9_111501827_111502027	chr9	111501827	111502027	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	62846.0	NM_172928	245038.0	Mm.26361	NM_172928	ENSMUSG00000032500	Dclk3	BC056929|C730036H08|Dcamkl3	doublecortin-like kinase 3	protein-coding	29.255000000000006	5.695
chr8_90789184_90789384	chr8	90789184	90789384	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-39551.0	NM_177224	109151.0	Mm.100615	NM_177224	ENSMUSG00000056608	Chd9	1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308	chromodomain helicase DNA binding protein 9	protein-coding	22.56	0.0
chr13_62294415_62294615	chr13	62294415	62294615	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MMVL30-int|LTR|ERV1	88659.0	NM_001162910	100041979.0	Mm.445930	NM_001162910	ENSMUSG00000094942	Gm3604	-	predicted gene 3604	protein-coding	18.515	0.31
chr19_15201268_15201471	chr19	15201269	15201469	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	C-rich|Low_complexity|Low_complexity	-603186.0	NM_001302950	21888.0	Mm.103638	NM_011600	ENSMUSG00000024642	Tle4	5730411M05Rik|AA792082|Bce-1|Bce1|ESTM13|ESTM14|Grg4|X83332|X83333|grg-4	transducin-like enhancer of split 4	protein-coding	109.895	27.175
chr1_91498674_91498874	chr1	91498674	91498874	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_028718, intron 2 of 14)	intron (NM_028718, intron 2 of 14)	4106.0	NM_028718	74019.0	Mm.318430	NM_028718	ENSMUSG00000034292	Traf3ip1	3930402D05Rik|AU041749|MIP-T3	TRAF3 interacting protein 1	protein-coding	41.815	0.62
chr8_94516387_94516587	chr8	94516387	94516587	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001033207, intron 36 of 48)	intron (NM_001033207, intron 36 of 48)	11441.0	NR_106040	102466800.0		NR_106040	ENSMUSG00000098511	Mir7072	Gm27665|mmu-mir-7072	microRNA 7072	ncRNA	18.4	8.469999999999999
chr18_23046225_23046425	chr18	23046225	23046425	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L2|LINE|L2	-4644.0	NM_001347510	319211.0	Mm.209896	NM_199024	ENSMUSG00000041923	Nol4	1700013J13Rik|4930568N03Rik|Gm1262	nucleolar protein 4	protein-coding	23.725	9.62
chr8_32384671_32384871	chr8	32384671	32384871	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	232876.0	NR_046039	666589.0	Mm.367675	NR_046039		Gm8179	EG666589	predicted gene 8179	ncRNA	58.455	0.6950000000000001
chr5_129221770_129221970	chr5	129221770	129221970	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	125120.0	NM_001347486	243277.0	Mm.440501	NM_177734	ENSMUSG00000044017	Adgrd1	E230012M21Rik|Gpr133	adhesion G protein-coupled receptor D1	protein-coding	19.91	5.395
chr4_120795254_120795454	chr4	120795254	120795454	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001048168, intron 1 of 9)	intron (NM_001048168, intron 1 of 9)	-22657.0	NR_029602	723836.0		NR_029602	ENSMUSG00000065409	Mir30e	Mirn30e|mir-30e|mmu-mir-30e	microRNA 30e	ncRNA	17.54	2.155
chr9_40651341_40651580	chr9	40651360	40651560	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-34504.0	NM_133733	71566.0	Mm.280560	NM_133733	ENSMUSG00000032024	Clmp	9030425E11Rik|ACAM|ASP5|AW557819	CXADR-like membrane protein	protein-coding	205.52	50.7
chr2_15825451_15825651	chr2	15825451	15825651	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001310455, intron 20 of 38)	intron (NM_001310455, intron 20 of 38)	299072.0	NM_001310455	102635496.0		NM_001310455	ENSMUSG00000075520	Malrd1	-	MAM and LDL receptor class A domain containing 1	protein-coding	33.055	8.475
chr4_133463213_133463413	chr4	133463213	133463413	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-16820.0	NM_175307	100342.0	Mm.204656	NM_175307	ENSMUSG00000046694	Fam46b	4732473B16Rik|AU045678|AU046069	family with sequence similarity 46, member B	protein-coding	144.54	11.26
chr15_61996310_61996510	chr15	61996310	61996510	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	11069.0	NM_001177353	17869.0	Mm.2444	NM_010849	ENSMUSG00000022346	Myc	AU016757|Myc2|Niard|Nird|bHLHe39	myelocytomatosis oncogene	protein-coding	14.305	4.545
chr13_93745632_93745832	chr13	93745632	93745832	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_028772, intron 15 of 15)	L1_Mus2|LINE|L1	-25947.0	NM_009712	11881.0	Mm.300178	NM_009712	ENSMUSG00000042082	Arsb	1110007C02Rik|AI480648|As-1|As-1r|As-1s|As-1t|As1|As1-r|As1-s|As1-t|Asr-1|Ast-1	arylsulfatase B	protein-coding	21.68	4.38
chr11_31371948_31372155	chr11	31371951	31372151	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1990.0	NM_011491	20856.0	Mm.32506	NM_011491	ENSMUSG00000020303	Stc2	AW125853|Stc2l|mustc2	stanniocalcin 2	protein-coding	61.85	25.345
chr9_40764106_40764306	chr9	40764106	40764306	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_133733, intron 2 of 6)	intron (NM_133733, intron 2 of 6)	-37067.0	NM_031165	15481.0	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	27.68	6.475
chr18_9787045_9787245	chr18	9787045	9787245	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_130449, intron 2 of 9)	intron (NM_130449, intron 2 of 9)	79497.0	NM_130449	140792.0	Mm.218571	NM_130449	ENSMUSG00000036103	Colec12	CL-P1|SRCL|Scara4	collectin sub-family member 12	protein-coding	23.37	4.62
chr5_98976418_98976624	chr5	98976421	98976621	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_008926, intron 8 of 18)	intron (NM_008926, intron 8 of 18)	60558.0	NM_008926	19092.0	Mm.263002	NM_008926	ENSMUSG00000029334	Prkg2	AW212535|CGKII|Prkgr2|cGK-II	protein kinase, cGMP-dependent, type II	protein-coding	57.31	25.485
chr11_20661726_20661967	chr11	20661746	20661946	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	29869.0	NM_001038625	58172.0	Mm.339676	NM_021372	ENSMUSG00000049800	Sertad2	AB041541|AU021878|Kiaa0127|MNCb-1504|SEI-2|Sei2|TRIP-Br2|mKIAA0127	SERTA domain containing 2	protein-coding	134.815	23.875
chr15_64102019_64102219	chr15	64102019	64102219	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010026, intron 27 of 30)	intron (NM_010026, intron 27 of 30)	-41671.0	NM_144846	223601.0	Mm.246108	NM_144846	ENSMUSG00000022378	Fam49b	0910001A06Rik|AW122079	family with sequence similarity 49, member B	protein-coding	28.32	2.155
chr10_128487084_128487284	chr10	128487084	128487284	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_198160, intron 25 of 27)	intron (NM_198160, intron 25 of 27)	5825.0	NM_001317220	17904.0	Mm.337074	NM_010860	ENSMUSG00000090841	Myl6	ESMLC|LC17|LC17-GI|MLC-3|MLC1SM|Myln	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	protein-coding	20.585	9.105
chr1_161650075_161650275	chr1	161650075	161650275	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	138320.0	NM_001205243	14103.0	Mm.3355	NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|Tnlg1a|gld	Fas ligand (TNF superfamily, member 6)	protein-coding	23.54	3.925
chr9_114851950_114852150	chr9	114851950	114852150	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7898.0	NM_027294	70031.0	Mm.150064	NM_027294	ENSMUSG00000041012	Cmtm8	2700018N07Rik|AA408515|Cklfsf8	CKLF-like MARVEL transmembrane domain containing 8	protein-coding	69.075	25.58
chr19_46049640_46049840	chr19	46049640	46049840	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	PB1D11|SINE|Alu	-4529.0	NM_001113408	16825.0	Mm.327442	NM_010697	ENSMUSG00000025223	Ldb1	CLIM2|NLI	LIM domain binding 1	protein-coding	18.405	4.855
chr11_58126688_58126888	chr11	58126688	58126888	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001166669, intron 24 of 27)	intron (NM_001166669, intron 24 of 27)	22635.0	NM_026949	69125.0	Mm.28910	NM_026949	ENSMUSG00000020515	Cnot8	1500015I04Rik|1810022F04Rik|AA536816|AU015770|AU043059	CCR4-NOT transcription complex, subunit 8	protein-coding	20.54	2.46
chr8_20907228_20907436	chr8	20907232	20907432	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-5359.0	NM_001177471	100504014.0	Mm.490239	NM_001177471	ENSMUSG00000082976	Gm15056	Defb52|OTTMUSG00000018888	predicted gene 15056	protein-coding	85.115	36.1
chr11_47074588_47074788	chr11	47074588	47074788	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_011891, intron 6 of 7)	LTR81B|LTR|Gypsy	263889.0	NM_178759	276891.0	Mm.69002	NM_178759	ENSMUSG00000055546	Timd4	B430010N18Rik|TIM-4|Tim4	T cell immunoglobulin and mucin domain containing 4	protein-coding	26.765	1.005
chr7_115124875_115125094	chr7	115124884	115125084	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	173710.0	NR_040319	101786.0	Mm.395157	NR_040317	ENSMUSG00000108379	A730082K24Rik	AU044236	RIKEN cDNA A730082K24 gene	ncRNA	88.985	19.71
chr4_94388677_94388877	chr4	94388677	94388877	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx8b|LINE|L1	168019.0	NM_026368	67770.0	Mm.35170	NM_026368	ENSMUSG00000028578	Caap1	5830433M19Rik|AI536248|CAAP	caspase activity and apoptosis inhibitor 1	protein-coding	15.920000000000002	3.86
chr15_68253008_68253208	chr15	68253008	68253208	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001145888, intron 1 of 15)	MTA_Mm|LTR|ERVL-MaLR	5748.0	NM_198644	380993.0	Mm.309526	NM_198644	ENSMUSG00000022335	Zfat	Gm922|Zfat1|Zfp406	zinc finger and AT hook domain containing	protein-coding	16.5	6.39
chr10_8073556_8073762	chr10	8073559	8073759	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	L1MC5a|LINE|L1	-117536.0	NM_138667	68652.0	Mm.193041	NM_138667	ENSMUSG00000015755	Tab2	1110030N06Rik|A530078N03Rik|Map3k7ip2|mKIAA0733	TGF-beta activated kinase 1/MAP3K7 binding protein 2	protein-coding	125.025	35.93
chr14_67888571_67888771	chr14	67888571	67888771	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_177780, intron 1 of 51)	intron (NM_177780, intron 1 of 51)	-28926.0	NR_105857	102465310.0		NR_105857	ENSMUSG00000098866	Mir6539	Gm27464|mir-6539|mmu-mir-6539	microRNA 6539	ncRNA	36.38	2.315
chr1_125241783_125241983	chr1	125241783	125241983	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx7|LINE|L1	193844.0	NM_001205386	74117.0	Mm.183102	NM_023735	ENSMUSG00000026341	Actr3	1200003A09Rik|Arp3	ARP3 actin-related protein 3	protein-coding	35.515	4.935
chr5_45384882_45385082	chr5	45384882	45385082	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_131933, intron 1 of 5)	intron (NR_131933, intron 1 of 5)	39418.0	NR_131933	52401.0	Mm.33854	NR_131933	ENSMUSG00000029092	D5Ertd615e	4930435H24Rik	DNA segment, Chr 5, ERATO Doi 615, expressed	ncRNA	50.555	10.775
chr12_26438873_26439073	chr12	26438873	26439073	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTD-int|LTR|ERVL-MaLR	17479.0	NM_021384	58185.0	Mm.24045	NM_021384	ENSMUSG00000020641	Rsad2	2510004L01Rik|Vig1|cig5	radical S-adenosyl methionine domain containing 2	protein-coding	24.98	2.155
chr4_149055995_149056217	chr4	149056006	149056206	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_019781, intron 2 of 8)	GA-rich|Low_complexity|Low_complexity	43706.0	NM_019781	56273.0	Mm.184172	NM_019781	ENSMUSG00000028975	Pex14	Pex14p|R75137	peroxisomal biogenesis factor 14	protein-coding	104.36	35.92
chr2_119172892_119173092	chr2	119172892	119173092	+	1000.0	BALBC_PU1_notx_idr.tsv	TTS (NM_177157)	TTS (NM_177157)	-1517.0	NM_001039223	623781.0	Mm.389344	NM_001039223	ENSMUSG00000055926	Gm14137	OTTMUSG00000015762	predicted gene 14137	protein-coding	23.770000000000003	8.165
chr2_130515506_130515706	chr2	130515506	130515706	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001163688, intron 3 of 20)	L2a|LINE|L2	48143.0	NR_040348	321014.0	Mm.442588	NR_040348	ENSMUSG00000060029	4930473A02Rik	-	RIKEN cDNA 4930473A02 gene	ncRNA	14.94	5.24
chr3_15590835_15591035	chr3	15590835	15591035	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RMER19B2|LTR|ERVK	-15870.0	NM_001173460	668101.0	Mm.423523	NM_001173460	ENSMUSG00000095028	Sirpb1b	-	signal-regulatory protein beta 1B	protein-coding	36.175	17.04
chr6_37419143_37419344	chr6	37419143	37419343	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_178661, intron 1 of 11)	intron (NM_178661, intron 1 of 11)	22905.0	NM_178661	208647.0	Mm.169929	NM_178661	ENSMUSG00000038648	Creb3l2	BBF2H7|C530025K05Rik|SCIRR69	cAMP responsive element binding protein 3-like 2	protein-coding	92.645	38.055
chr12_98737961_98738161	chr12	98737961	98738161	+	1000.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_001146199)	promoter-TSS (NM_001146199)	-656.0	NM_001146199	24000.0	Mm.4420	NM_011877	ENSMUSG00000021009	Ptpn21	PTPD1|PTPRL10	protein tyrosine phosphatase, non-receptor type 21	protein-coding	17.875	6.855
chr6_145320236_145320436	chr6	145320236	145320436	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-67289.0	NR_003625	381827.0	Mm.179075	NM_001001987		1700073E17Rik	-	ribosomal protein L7 pseudogene	pseudo	40.38	2.005
chr12_24738833_24739033	chr12	24738833	24739033	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	30679.0	NM_009104	20135.0	Mm.99	NM_009104	ENSMUSG00000020649	Rrm2	AA407299|R2	ribonucleotide reductase M2	protein-coding	69.03999999999999	5.62
chr7_30273354_30273554	chr7	30273354	30273554	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_146186, intron 3 of 32)	intron (NM_146186, intron 3 of 32)	-6640.0	NR_144498	108167416.0	Mm.471845	NR_144498		LOC108167416	-	uncharacterized LOC108167416	ncRNA	71.475	2.77
chr12_79140898_79141104	chr12	79140901	79141101	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_009705, intron 2 of 7)	intron (NM_009705, intron 2 of 7)	10213.0	NM_009705	11847.0	Mm.3506	NM_009705	ENSMUSG00000021125	Arg2	AII|AU022422	arginase type II	protein-coding	290.035	73.535
chr10_22282873_22283087	chr10	22282880	22283080	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001177775, intron 1 of 5)	intron (NM_001177775, intron 1 of 5)	9506.0	NM_001177775	667281.0	Mm.484254	NM_001177775	ENSMUSG00000075297	H60b	EG667281	histocompatibility 60b	protein-coding	296.94000000000005	78.695
chr2_93346629_93346829	chr2	93346629	93346829	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-12242.0	NM_183180	241556.0	Mm.274159	NM_183180	ENSMUSG00000027217	Tspan18	2610042G18Rik|6720430O15|BB226562	tetraspanin 18	protein-coding	43.39	14.39
chr18_21445831_21446031	chr18	21445831	21446031	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-145792.0	NM_001033445	381126.0	Mm.312276	NM_001033445	ENSMUSG00000042680	Garem1	C86169|Fam59a|Garem|Gm944|mKIAA4238	GRB2 associated regulator of MAPK1 subtype 1	protein-coding	30.195	3.08
chr14_47858309_47858509	chr14	47858309	47858509	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-40455.0	NR_045959	73961.0	Mm.390702	NR_045959		4930447J18Rik	4930425M13Rik	RIKEN cDNA 4930447J18 gene	ncRNA	19.365	5.32
chr14_66577584_66577784	chr14	66577584	66577784	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	-57567.0	NM_001271759	11549.0	Mm.57064	NM_013461	ENSMUSG00000045875	Adra1a	Adra1c	adrenergic receptor, alpha 1a	protein-coding	19.435	7.24
chr10_93908145_93908345	chr10	93908145	93908345	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-17043.0	NM_019648	56307.0	Mm.289329	NM_019648	ENSMUSG00000036112	Metap2	4930584B20Rik|A930035J23Rik|AI047573|AL024412|AU014659|Amp2|Mnpep|p67|p67eIF2	methionine aminopeptidase 2	protein-coding	20.195	1.235
chr10_13199303_13199503	chr10	13199303	13199503	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RMER15|LTR|ERVL	-6266.0	NM_181470	353258.0	Mm.117581	NM_181470	ENSMUSG00000019814	Ltv1	2610020N02Rik	LTV1 ribosome biogenesis factor	protein-coding	46.1	9.005
chr12_116588049_116588259	chr12	116588054	116588254	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_011215, intron 2 of 22)	MTC|LTR|ERVL-MaLR	102434.0	NM_011215	19276.0	Mm.206054	NM_011215	ENSMUSG00000056553	Ptprn2	4930425H11Rik|IA2beta|PTP-NP|Phol|mKIAA0387|phogrin	protein tyrosine phosphatase, receptor type, N polypeptide 2	protein-coding	50.76	24.26
chr5_86096804_86097004	chr5	86096804	86097004	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001310639, intron 7 of 7)	intron (NM_001310639, intron 7 of 7)	25158.0	NM_001310639	56792.0	Mm.131237	NM_019992	ENSMUSG00000029254	Stap1	AI586015|Brdg1|STAP-1	signal transducing adaptor family member 1	protein-coding	74.67	2.075
chr17_37345689_37345889	chr17	37345689	37345889	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1_Mus3|LINE|L1	-8559.0	NM_146833	258830.0	Mm.424090	NM_146833	ENSMUSG00000049618	Olfr103	MOR250-3|MOR250-8_p	olfactory receptor 103	protein-coding	35.645	0.62
chr9_120273173_120273373	chr9	120273173	120273373	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-30800.0	NM_144557	245049.0	Mm.100936	NM_144557	ENSMUSG00000041794	Myrip	A230081N12Rik|Slac2-c|Slac2c	myosin VIIA and Rab interacting protein	protein-coding	48.3	0.6950000000000001
chr9_47653347_47653547	chr9	47653347	47653547	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001025600, intron 1 of 8)	intron (NM_001025600, intron 1 of 8)	123095.0	NM_001025600	54725.0	Mm.234832	NM_018770	ENSMUSG00000032076	Cadm1	2900073G06Rik|3100001I08Rik|AI987920|Bl2|Igsf4|Igsf4a|Necl2|RA175|RA175A|RA175B|RA175C|RA175N|ST17|SgIGSF|SynCam|Tslc1	cell adhesion molecule 1	protein-coding	31.725	5.855
chr5_110608512_110608712	chr5	110608512	110608712	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001122639, intron 1 of 5)	intron (NM_001122639, intron 1 of 5)	5107.0	NR_104449	231605.0	Mm.275748	NM_198306	ENSMUSG00000033316	Galnt9	GalNAc-T9	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9	protein-coding	14.42	3.155
chr15_68127980_68128180	chr15	68127980	68128180	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001145888, intron 11 of 15)	intron (NM_001145888, intron 11 of 15)	130776.0	NM_198644	380993.0	Mm.309526	NM_198644	ENSMUSG00000022335	Zfat	Gm922|Zfat1|Zfp406	zinc finger and AT hook domain containing	protein-coding	23.825	1.15
chr4_148259286_148259494	chr4	148259290	148259490	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001083342, intron 6 of 20)	G-rich|Low_complexity|Low_complexity	28575.0	NM_001083342	242748.0	Mm.33873	NM_001083342	ENSMUSG00000041544	Ptchd2	Disp3|G630052C06Rik|RNDEu-2	patched domain containing 2	protein-coding	87.37	26.950000000000006
chr17_13940558_13940758	chr17	13940558	13940758	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-7715.0	NM_001122977	635895.0	Mm.388844	NM_001122977	ENSMUSG00000067941	Gm7168	EG635895	predicted gene 7168	protein-coding	28.745	12.3
chr8_39813418_39813618	chr8	39813418	39813618	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_035426, intron 3 of 5)	RLTR13B1|LTR|ERVK	-170840.0	NM_001113326	20288.0	Mm.239291	NM_031195	ENSMUSG00000025044	Msr1	MRS-A|MSR|MSR-A|SR-AI|SR-AII|Scara1|Scvr	macrophage scavenger receptor 1	protein-coding	66.42500000000001	4.69
chr10_41327591_41327791	chr10	41327591	41327791	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-24450.0	NM_133999	103199.0	Mm.277242	NM_133999	ENSMUSG00000038417	Fig4	A530089I17Rik|AI326867|Sac3	FIG4 phosphoinositide 5-phosphatase	protein-coding	41.74500000000001	19.305
chr10_19122312_19122526	chr10	19122319	19122519	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-19330.0	NR_038021	100504265.0	Mm.383417	NR_038021		Gm20139	-	predicted gene, 20139	ncRNA	60.38	23.185
chr1_56192331_56192531	chr1	56192331	56192531	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MER92D|LTR|ERV1	173453.0	NR_126075	69356.0	Mm.393775	NR_126075	ENSMUSG00000100372	1700003I22Rik	-	RIKEN cDNA 1700003I22 gene	ncRNA	77.095	5.62
chr3_86308896_86309096	chr3	86308896	86309096	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001077687, intron 11 of 50)	Lx7|LINE|L1	84306.0	NM_030695	80877.0	Mm.439825	NM_030695	ENSMUSG00000028080	Lrba	C80285|D3Ertd775e|Lab300|Lba	LPS-responsive beige-like anchor	protein-coding	21.465	1.77
chr13_31151587_31151787	chr13	31151587	31151787	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1M2|LINE|L1	89399.0	NR_045957	73924.0	Mm.417825	NR_045957	ENSMUSG00000087460	4930401O12Rik	-	RIKEN cDNA 4930401O12 gene	ncRNA	31.835	5.0
chr9_65550270_65550470	chr9	65550270	65550470	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	29717.0	NM_153119	102595.0	Mm.247303	NM_153119	ENSMUSG00000050721	Plekho2	AI840980|Plekhq1	pleckstrin homology domain containing, family O member 2	protein-coding	45.8	2.77
chr4_155151854_155152054	chr4	155151854	155152054	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	65377.0	NM_001081100	76866.0	Mm.200590	NM_001081100	ENSMUSG00000029049	Morn1	2900057D20Rik|4930417P05Rik|AU042805	MORN repeat containing 1	protein-coding	25.49	8.09
chr1_175643581_175643781	chr1	175643581	175643781	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_133809, intron 5 of 14)	intron (NM_133809, intron 5 of 14)	11488.0	NM_133809	98256.0	Mm.27217	NM_133809	ENSMUSG00000039783	Kmo	AI046660	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	protein-coding	19.44	6.17
chr4_103282399_103282599	chr4	103282399	103282599	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001163494, intron 1 of 7)	RLTR22_Mur|LTR|ERVK	8364.0	NM_027612	70941.0	Mm.158501	NM_027612	ENSMUSG00000028520	4921539E11Rik	-	RIKEN cDNA 4921539E11 gene	protein-coding	54.18	9.17
