	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr1_105986420_105986620	chr1	105986420	105986620	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-3886.0	NM_001122676	227449.0	Mm.210188	NM_001122675	ENSMUSG00000038866	Zcchc2	9930114B20Rik|AW212015	zinc finger, CCHC domain containing 2	protein-coding	6.805	16.785
chr1_161728657_161728857	chr1	161728657	161728857	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	59738.0	NM_001205243	14103.0	Mm.3355	NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|Tnlg1a|gld	Fas ligand (TNF superfamily, member 6)	protein-coding	12.005	32.965
chr19_17249912_17250112	chr19	17249912	17250112	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	89493.0	NM_001136484	14537.0	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding	14.075	49.62000000000001
chr11_115190242_115190442	chr11	115190242	115190442	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001033393, intron 2 of 9)	Lx8b|LINE|L1	2855.0	NM_001033393	320534.0	Mm.260587	NM_001033393	ENSMUSG00000045980	Tmem104	C630005D06Rik|mFLJ00021	transmembrane protein 104	protein-coding	3.23	23.035
chr3_138144383_138144583	chr3	138144383	138144583	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_175389, intron 1 of 7)	intron (NM_175389, intron 1 of 7)	945.0	NM_175389	108943.0	Mm.471692	NM_175389	ENSMUSG00000004127	Trmt10a	3110023L08Rik|AA794508|Rg9mtd2|Rnmtd2	tRNA methyltransferase 10A	protein-coding	2.25	15.325
chr17_34248872_34249086	chr17	34248879	34249079	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	10074.0	NM_010389	15002.0	Mm.327358	NM_010389	ENSMUSG00000041538	H2-Ob	A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob	histocompatibility 2, O region beta locus	protein-coding	47.31	108.91
chr7_97849665_97849865	chr7	97849665	97849865	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_011035, intron 1 of 14)	RLTR20B5_MM|LTR|ERVK	6826.0	NM_011035	18479.0	Mm.260227	NM_011035	ENSMUSG00000030774	Pak1	AW045634|PAK-1|Paka	p21 protein (Cdc42/Rac)-activated kinase 1	protein-coding	11.315	34.725
chr13_99329730_99329930	chr13	99329730	99329930	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_026873, intron 7 of 9)	intron (NM_026873, intron 7 of 9)	14848.0	NM_026873	68927.0	Mm.276502	NM_026873	ENSMUSG00000021650	Ptcd2	1190005P08Rik	pentatricopeptide repeat domain 2	protein-coding	6.115	22.755
chr7_80631469_80631669	chr7	80631469	80631669	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_173863, intron 2 of 14)	intron (NM_173863, intron 2 of 14)	-4448.0	NR_040343	100504375.0	Mm.322881	NR_040343	ENSMUSG00000084821	Gm15880	OTTMUSG00000027171	predicted gene 15880	ncRNA	5.4750000000000005	42.255
chr2_84266847_84267064	chr2	84266855	84267055	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	158311.0	NM_018782	54598.0	Mm.75467	NM_018782	ENSMUSG00000059588	Calcrl	AV071593|CRLR	calcitonin receptor-like	protein-coding	59.71	153.535
chr8_127860975_127861177	chr8	127860976	127861176	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	417149.0	NR_105822	102465212.0		NR_105822	ENSMUSG00000099326	Mir21c	Gm28013|mmu-mir-21c	microRNA 21c	ncRNA	16.445	50.82
chr11_109272291_109272498	chr11	109272294	109272494	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001165934, intron 7 of 16)	GA-rich|Low_complexity|Low_complexity	25787.0	NM_011268	19739.0	Mm.38548	NM_011268	ENSMUSG00000020599	Rgs9	RGS9-1|Rgs9-2	regulator of G-protein signaling 9	protein-coding	34.02	77.295
chr1_171681906_171682106	chr1	171681906	171682106	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_007649)	promoter-TSS (NM_007649)	-49.0	NM_007649	12506.0	Mm.1738	NM_007649	ENSMUSG00000015355	Cd48	AI449234|AW610730|BCM1|BLAST|BLAST-1|BLAST1|Bcm-1|MEM-102|SLAMF2|Sgp-60	CD48 antigen	protein-coding	6.75	54.49
chr11_71230724_71230924	chr11	71230724	71230924	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001040696)	promoter-TSS (NM_001040696)	-91.0	NM_001040696	637515.0	Mm.390402	NM_001039680	ENSMUSG00000070390	Nlrp1b	ENSMUSG00000070390|Nalp1b|OTTMUSG00000006087|OTTMUSG00000006089	NLR family, pyrin domain containing 1B	protein-coding	1.15	324.955
chr2_72126068_72126268	chr2	72126068	72126268	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001204166, intron 1 of 27)	intron (NM_001204166, intron 1 of 27)	71551.0	NM_001204166	56508.0	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding	10.855	25.86
chr4_102517910_102518110	chr4	102517910	102518110	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_019840, intron 5 of 14)	intron (NM_019840, intron 5 of 14)	-52050.0	NM_001177980	18578.0	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding	0.29	26.415
chr4_102517078_102517278	chr4	102517078	102517278	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_019840, intron 5 of 14)	intron (NM_019840, intron 5 of 14)	-52882.0	NM_001177980	18578.0	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding	0.635	147.28
chr12_51992622_51992822	chr12	51992622	51992822	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001347404, intron 3 of 3)	intron (NM_001347404, intron 3 of 3)	13785.0	NM_029545	328092.0	Mm.2821	NM_029545	ENSMUSG00000020956	Dtd2	4930578F06Rik|6530401N04Rik|B830049N13Rik	D-tyrosyl-tRNA deacylase 2	protein-coding	5.4300000000000015	22.96
chr7_74684047_74684248	chr7	74684047	74684247	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTD|LTR|ERVL-MaLR	-129367.0	NM_023908	108116.0	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding	71.195	194.115
chr10_85354383_85354584	chr10	85354383	85354583	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-32331.0	NM_028709	74007.0	Mm.36544	NM_028709	ENSMUSG00000020042	Btbd11	6330404E16Rik	BTB (POZ) domain containing 11	protein-coding	79.62	264.635
chr8_123878318_123878518	chr8	123878318	123878518	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	GA-rich|Low_complexity|Low_complexity	16357.0	NM_009606	11459.0	Mm.214950	NM_009606	ENSMUSG00000031972	Acta1	AA959943|Acta-2|Acts|Actsk-1	actin, alpha 1, skeletal muscle	protein-coding	1.495	48.94
chr3_146146256_146146456	chr3	146146256	146146456	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-3477.0	NM_026656	68279.0	Mm.116862	NM_026656	ENSMUSG00000011008	Mcoln2	3300002C04Rik|AI549968|C86638|TRPML2	mucolipin 2	protein-coding	0.345	18.95
chr7_104240950_104241150	chr7	104240950	104241150	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-3407.0	NM_030684	94094.0	Mm.326945	NM_030684	ENSMUSG00000056144	Trim34a	Trim34|Trim34-1	tripartite motif-containing 34A	protein-coding	14.835	47.56
chr3_54538111_54538311	chr3	54538111	54538311	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-154894.0	NM_019995	56790.0	Mm.486375	NM_019995	ENSMUSG00000027751	Supt20	AA667204|AI450544|D3Ertd300e|Fam48a|Supt20h|p38IP	suppressor of Ty 20	protein-coding	8.66	25.79
chr13_64110406_64110606	chr13	64110406	64110606	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001001321, intron 6 of 11)	intron (NM_001001321, intron 6 of 11)	18824.0	NM_001001321	70484.0	Mm.133731	NM_001001321	ENSMUSG00000033114	Slc35d2	5730408I21Rik|SQV7L|UGTrel8|hfrc|mUGTrel8	solute carrier family 35, member D2	protein-coding	7.965	19.86
chr11_110479697_110479897	chr11	110479697	110479897	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_011943, intron 1 of 11)	intron (NM_011943, intron 1 of 11)	80675.0	NM_011943	26399.0	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding	1.735	21.095
chr2_117977050_117977250	chr2	117977050	117977250	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_126479, intron 8 of 9)	intron (NR_126479, intron 8 of 9)	134052.0	NR_126479	329496.0	Mm.235844	NR_126479	ENSMUSG00000087203	Gm13986	C230060E24|OTTMUSG00000015236	predicted gene 13986	ncRNA	0.0	36.665000000000006
chr19_6128311_6128511	chr19	6128311	6128511	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_026912)	promoter-TSS (NM_026912)	-196.0	NM_026912	69024.0	Mm.329629	NM_026912	ENSMUSG00000024787	Snx15	1500032B08Rik|E130013C21Rik	sorting nexin 15	protein-coding	12.35	80.63499999999998
chr17_79175442_79175645	chr17	79175443	79175643	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	L1MEc|LINE|L1	123637.0	NM_001316729	70536.0	Mm.293870	NM_027455	ENSMUSG00000024084	Qpct	5730422A13Rik	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	protein-coding	56.805	129.59
chr14_50820135_50820335	chr14	50820135	50820335	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_009632, intron 13 of 15)	intron (NM_009632, intron 13 of 15)	12289.0	NM_009632	11546.0	Mm.281482	NM_009632	ENSMUSG00000036023	Parp2	ARTD2|Adprt2|Adprtl2|Aspartl2|C78626|PARP-2	poly (ADP-ribose) polymerase family, member 2	protein-coding	1.96	27.97
chr9_114787850_114788057	chr9	114787853	114788053	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-5960.0	NM_133978	102545.0	Mm.35600	NM_133978	ENSMUSG00000032436	Cmtm7	AI481279|Cklfsf7|LNV	CKLF-like MARVEL transmembrane domain containing 7	protein-coding	64.685	141.865
chr2_71622790_71623006	chr2	71622798	71622998	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_039557, intron 2 of 3).2	intron (NR_039557, intron 2 of 3).2	-76144.0	NM_010054	13392.0	Mm.3896	NM_010054	ENSMUSG00000023391	Dlx2	AW121999|Dlx-2|Tes-1	distal-less homeobox 2	protein-coding	33.805	70.72999999999998
chr4_122849450_122849650	chr4	122849450	122849650	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_008917, intron 5 of 8)	intron (NM_008917, intron 5 of 8)	13323.0	NM_008917	19063.0	Mm.277719	NM_008917	ENSMUSG00000028657	Ppt1	9530043G02Rik|AA960502|C77813|CLN1|D4Ertd184e|INCL|PPT	palmitoyl-protein thioesterase 1	protein-coding	11.0	36.325
chr5_146947547_146947747	chr5	146947547	146947747	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1010.0	NM_025652	66596.0	Mm.196528	NM_025652	ENSMUSG00000016503	Gtf3a	2010015D03Rik|2610111I01Rik|5330403M05Rik	general transcription factor III A	protein-coding	7.664999999999999	130.445
chr15_78374972_78375172	chr15	78374972	78375172	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTEa|LTR|ERVL-MaLR	13697.0	NM_001163613	73376.0	Mm.73222	NM_028522	ENSMUSG00000062154	Tex33	1700061J05Rik|Ean57	testis expressed 33	protein-coding	0.0	18.865
chr5_67043985_67044210	chr5	67043997	67044197	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001256122, intron 18 of 20)	intron (NM_001256122, intron 18 of 20)	55029.0	NM_008888	18935.0	Mm.62505	NM_008888	ENSMUSG00000012520	Phox2b	Dilp1|NBPhox|Pmx2b|Px2b	paired-like homeobox 2b	protein-coding	15.285	74.505
chr14_70867812_70868012	chr14	70867812	70868012	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_045939, intron 2 of 3)	Lx|LINE|L1	14979.0	NR_045939	73648.0	Mm.410851	NR_045939	ENSMUSG00000099528	2410012E07Rik	-	RIKEN cDNA 2410012E07 gene	ncRNA	2.25	22.1
chr1_193191877_193192077	chr1	193191877	193192077	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_153137, intron 8 of 15)	intron (NM_153137, intron 8 of 15)	9569.0	NM_153137	215243.0	Mm.261259	NM_153137	ENSMUSG00000037318	Traf3ip3	6030423D04Rik|AI115021|T3jam	TRAF3 interacting protein 3	protein-coding	0.0	17.335
chr11_71245859_71246059	chr11	71245859	71246059	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_027858, intron 11 of 12)	CT-rich|Low_complexity|Low_complexity	-15226.0	NM_001040696	637515.0	Mm.390402	NM_001039680	ENSMUSG00000070390	Nlrp1b	ENSMUSG00000070390|Nalp1b|OTTMUSG00000006087|OTTMUSG00000006089	NLR family, pyrin domain containing 1B	protein-coding	0.0	50.255
chr6_129171817_129172017	chr6	129171817	129172017	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-8698.0	NM_053109	93694.0	Mm.197536	NM_053109	ENSMUSG00000030157	Clec2d	Clr-b|Clrb|Ocil	C-type lectin domain family 2, member d	protein-coding	7.79	21.47
chr1_175366587_175366787	chr1	175366587	175366787	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001347195, intron 2 of 17)	Lx9|LINE|L1	125858.0	NM_001199003	24012.0	Mm.7956	NM_011880	ENSMUSG00000026527	Rgs7	-	regulator of G protein signaling 7	protein-coding	3.75	15.87
chr3_87577088_87577288	chr3	87577088	87577288	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	(TTC)n|Simple_repeat|Simple_repeat	-41563.0	NM_001003912	213498.0	Mm.287267	NM_001003912	ENSMUSG00000041977	Arhgef11	B930073M02|E130307F09|PDZ-RhoGEF|Prg|RhoGEF|mKIAA0380	Rho guanine nucleotide exchange factor (GEF) 11	protein-coding	22.095	60.06
chr3_52833939_52834139	chr3	52833939	52834139	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1B2|LTR|ERVL-MaLR	93627.0	NR_040555	622124.0	Mm.389434	NR_040555	ENSMUSG00000104401	Gm20750	-	predicted gene, 20750	ncRNA	1.27	30.1
chr14_77877980_77878274	chr14	77878027	77878227	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTA_Mm|LTR|ERVL-MaLR	-3210.0	NM_025384	66148.0	Mm.248046	NM_025384	ENSMUSG00000022013	Dnajc15	1110003P16Rik|Dnajd1	DnaJ heat shock protein family (Hsp40) member C15	protein-coding	35.535	132.81
chr11_113108384_113108595	chr11	113108389	113108589	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_015556, intron 1 of 2)	intron (NR_015556, intron 1 of 2)	93349.0	NR_015556	72386.0	Mm.266961	NR_015556	ENSMUSG00000087259	2610035D17Rik	-	RIKEN cDNA 2610035D17 gene	ncRNA	15.86	47.98
chr12_26451218_26451435	chr12	26451226	26451426	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_021384, intron 2 of 5)	intron (NM_021384, intron 2 of 5)	5126.0	NM_021384	58185.0	Mm.24045	NM_021384	ENSMUSG00000020641	Rsad2	2510004L01Rik|Vig1|cig5	radical S-adenosyl methionine domain containing 2	protein-coding	22.495	53.755
chr13_37659960_37660322	chr13	37660041	37660241	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-165897.0	NM_026830	68750.0	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding	28.380000000000006	58.52
chr19_12476914_12477114	chr19	12476914	12477114	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_172442, intron 7 of 8)	intron (NM_172442, intron 7 of 8)	16235.0	NM_010821	17476.0	Mm.3999	NM_010821	ENSMUSG00000046805	Mpeg1	MPS1|Mpg-1	macrophage expressed gene 1	protein-coding	5.245	15.105
chr5_23878912_23879112	chr5	23878912	23879112	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_037304, intron 3 of 4)	Lx|LINE|L1	26779.0	NR_028536	100217436.0		NR_028536		Snord93	Gm22397|MBII-336	small nucleolar RNA, C/D box 93	snoRNA	9.805	29.975
chr1_120099556_120099760	chr1	120099558	120099758	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	21261.0	NM_001037999	13167.0	Mm.2785	NM_007830	ENSMUSG00000026385	Dbi	ACBD1|Acbp|EP|endozepine	diazepam binding inhibitor	protein-coding	111.975	271.97
chr19_17114608_17114808	chr19	17114608	17114808	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_181348, intron 7 of 19)	(GGA)n|Simple_repeat|Simple_repeat	158590.0	NM_181348	353211.0	Mm.257354	NM_181348	ENSMUSG00000039126	Prune2	6330414G02Rik|A230083H22Rik|A330102H22Rik|Bmcc1|mKIAA0367	prune homolog 2	protein-coding	0.0	20.785
chr2_72020231_72020431	chr2	72020231	72020431	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001204165, intron 1 of 30)	intron (NM_001204165, intron 1 of 30)	-34286.0	NM_001204166	56508.0	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding	3.575	22.41
chr13_104504110_104504313	chr13	104504111	104504311	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER6B|LTR|ERVK	216376.0	NR_136938	108154.0	Mm.208125	NM_175496	ENSMUSG00000046169	Adamts6	A930019D11Rik|ADAM-TS6|b2b1879.1Clo|b2b2029Clo|b2b2182Clo|b2b2187.1Clo|b2b2228Clo	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	protein-coding	25.21	51.835
chr5_4434448_4434648	chr5	4434448	4434648	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER15|LTR|ERVL	242181.0	NM_001042670	208595.0	Mm.129815	NM_001042670	ENSMUSG00000053178	Mterf1b	ENSMUSG00000053178|Gm9897	mitochondrial transcription termination factor 1b	protein-coding	6.575	24.11
chr14_30579953_30580153	chr14	30579953	30580153	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	7904.0	NR_037237	100526475.0		NR_037237	ENSMUSG00000093156	Mir3076	mir-3076|mmu-mir-3076	microRNA 3076	ncRNA	1.905	23.595
chr13_84244778_84244978	chr13	84244778	84244978	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_029418, intron 1 of 10)	intron (NR_029418, intron 1 of 10)	22582.0	NM_175187	72745.0	Mm.295063	NM_175187	ENSMUSG00000035762	Tmem161b	2810446P07Rik|AI843389	transmembrane protein 161B	protein-coding	7.555	23.09
chr9_45697755_45697955	chr9	45697755	45697955	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001081270, intron 11 of 32)	CT-rich|Low_complexity|Low_complexity	130783.0	NM_001081373	214552.0	Mm.260103	NM_172531	ENSMUSG00000043987	Cep164	AI450905|BC027092|D030051D21|mKIAA1052	centrosomal protein 164	protein-coding	34.365	97.8
chr6_143149017_143149217	chr6	143149017	143149217	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-18113.0	NM_029250	75320.0	Mm.272548	NM_029250	ENSMUSG00000030275	Etnk1	1110061E11Rik|4930555L11Rik|AI195356|AI841245|C80956|D6Ertd3e|EKI1	ethanolamine kinase 1	protein-coding	6.86	17.865000000000006
chr11_44496153_44496353	chr11	44496153	44496353	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-22711.0	NM_028862	74315.0	Mm.156771	NM_028862	ENSMUSG00000019189	Rnf145	3732413I11Rik|TMRF1	ring finger protein 145	protein-coding	1.21	34.1
chr3_87333967_87334304	chr3	87334035	87334235	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-23746.0	NM_009690	11801.0	Mm.6676	NM_009690	ENSMUSG00000015854	Cd5l	1/6|AAC-11|AI047839|Api6|CT2|Pdp|Sp-alpha|mAIM	CD5 antigen-like	protein-coding	27.5	72.485
chr17_25507946_25508146	chr17	25507946	25508146	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-10758.0	NM_011425	20609.0	Mm.353282	NM_011425	ENSMUSG00000050824	Sstr5	Smstr5|sst5	somatostatin receptor 5	protein-coding	6.75	16.405
chr15_19715673_19715873	chr15	19715673	19715873	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	895444.0	NM_009865	320873.0	Mm.117794	NM_009865	ENSMUSG00000022321	Cdh10	A830016G23Rik|C030003B10Rik|C030011H18Rik	cadherin 10	protein-coding	6.46	16.330000000000002
chr17_35030210_35030410	chr17	35030210	35030410	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_013600, intron 19 of 23)	intron (NM_013600, intron 19 of 23)	-2294.0	NM_023893	78376.0	Mm.390966	NM_023893	ENSMUSG00000036185	Sapcd1	2810436B06Rik|G7d|Ng23	suppressor APC domain containing 1	protein-coding	0.985	24.725
chr14_51198224_51198424	chr14	51198224	51198424	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-2401.0	NM_007449	11731.0	Mm.377077	NM_007449	ENSMUSG00000047894	Ang2	Angrp|Raa3|Rnase5b	angiogenin, ribonuclease A family, member 2	protein-coding	10.435	32.58
chr5_114365165_114365365	chr5	114365165	114365365	+	1000.0	C57Bl6_PU1_notx_idr.tsv	TTS (NM_001164573)	TTS (NM_001164573)	15240.0	NM_001159941	330171.0	Mm.238285	NM_026145	ENSMUSG00000001098	Kctd10	AW536343|C87062|mBACURD3	potassium channel tetramerisation domain containing 10	protein-coding	5.6549999999999985	17.565
chr13_110034998_110035201	chr13	110034999	110035199	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	131290.0	NR_035442	100316683.0		NR_035442	ENSMUSG00000084651	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA	27.455	66.555
chr8_82459109_82459309	chr8	82459109	82459309	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-56623.0	NM_008357	16168.0	Mm.4392	NM_008357	ENSMUSG00000031712	Il15	AI503618|IL-15	interleukin 15	protein-coding	0.0	130.61
chr8_22166341_22166565	chr8	22166353	22166553	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_011848)	promoter-TSS (NM_011848)	-18.0	NM_011848	23954.0	Mm.41413	NM_011848	ENSMUSG00000031478	Nek3	-	NIMA (never in mitosis gene a)-related expressed kinase 3	protein-coding	20.185	46.435
chr8_126778777_126778977	chr8	126778777	126778977	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MIR3|SINE|MIR	167044.0	NM_024214	67952.0	Mm.6932	NM_024214	ENSMUSG00000093904	Tomm20	1810060K07Rik|BB284719|Gm19268|MAS20|MOM19|TOM20|mKIAA0016	translocase of outer mitochondrial membrane 20 homolog (yeast)	protein-coding	6.63	126.3
chr8_92849736_92849938	chr8	92849737	92849937	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_008610, intron 11 of 12)	intron (NM_008610, intron 11 of 12)	-5513.0	NM_173014	270084.0	Mm.21463	NM_173014	ENSMUSG00000033192	Lpcat2	A330042H22|Aytl1|Aytl1a|lpafat1	lysophosphatidylcholine acyltransferase 2	protein-coding	42.925	91.26
chr13_16738716_16738916	chr13	16738716	16738916	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	726965.0	NM_008380	16323.0	Mm.8042	NM_008380	ENSMUSG00000041324	Inhba	-	inhibin beta-A	protein-coding	9.815	60.465
chr2_122426273_122426473	chr2	122426273	122426473	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_172980)	promoter-TSS (NM_172980)	-104.0	NM_172980	269346.0	Mm.29510	NM_172980	ENSMUSG00000027219	Slc28a2	2010208B10Rik|B430217P18|BB152493|Cnt2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	protein-coding	0.345	31.435
chr11_26945369_26945569	chr11	26945369	26945569	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	160361.0	NR_002890	654472.0	Mm.347777	NR_002890		Gm12070	OTTMUSG00000005300	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo	0.29	17.8
chr8_34458392_34458592	chr8	34458392	34458592	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER13A2|LTR|ERVK	181824.0	NR_040706	330734.0	Mm.149998	NR_040706	ENSMUSG00000109819	B930018H19Rik	B930018H19	RIKEN cDNA B930018H19 gene	ncRNA	7.56	16.715
